NC_009144.2	chr1
NW_019642380.1	chrUn
NW_019642381.1	chrUn
NW_019642382.1	chrUn
NW_019642383.1	chrUn
NW_019642384.1	chrUn
NW_019642385.1	chrUn
NW_019642386.1	chrUn
NW_019642387.1	chrUn
NW_019642388.1	chrUn
NW_019642389.1	chrUn
NW_019642390.1	chrUn
NW_019642391.1	chrUn
NW_019642392.1	chrUn
NW_019642393.1	chrUn
NW_019642394.1	chrUn
NW_019642395.1	chrUn
NW_019642396.1	chrUn
NW_019642397.1	chrUn
NW_019642398.1	chrUn
NW_019642399.1	chrUn
NW_019642400.1	chrUn
NW_019642401.1	chrUn
NW_019642402.1	chrUn
NW_019642403.1	chrUn
NW_019642404.1	chrUn
NW_019642405.1	chrUn
NW_019642406.1	chrUn
NW_019642407.1	chrUn
NW_019642408.1	chrUn
NW_019642409.1	chrUn
NW_019642410.1	chrUn
NW_019642411.1	chrUn
NW_019642412.1	chrUn
NW_019642413.1	chrUn
NW_019642414.1	chrUn
NW_019642415.1	chrUn
NW_019642416.1	chrUn
NW_019642417.1	chrUn
NW_019642418.1	chrUn
NW_019642419.1	chrUn
NW_019642420.1	chrUn
NW_019642421.1	chrUn
NW_019642422.1	chrUn
NW_019642423.1	chrUn
NW_019642424.1	chrUn
NW_019642425.1	chrUn
NW_019642426.1	chrUn
NW_019642427.1	chrUn
NW_019642428.1	chrUn
NW_019642429.1	chrUn
NW_019642430.1	chrUn
NW_019642431.1	chrUn
NW_019642432.1	chrUn
NW_019642433.1	chrUn
NW_019642434.1	chrUn
NW_019642435.1	chrUn
NW_019642436.1	chrUn
NW_019642437.1	chrUn
NW_019642438.1	chrUn
NW_019642439.1	chrUn
NW_019642440.1	chrUn
NW_019642441.1	chrUn
NW_019642442.1	chrUn
NW_019642443.1	chrUn
NW_019642444.1	chrUn
NW_019642445.1	chrUn
NW_019642446.1	chrUn
NW_019642447.1	chrUn
NW_019642448.1	chrUn
NW_019642449.1	chrUn
NW_019642450.1	chrUn
NW_019642451.1	chrUn
NW_019642452.1	chrUn
NW_019642453.1	chrUn
NW_019642454.1	chrUn
NW_019642455.1	chrUn
NW_019642456.1	chrUn
NW_019642457.1	chrUn
NW_019642458.1	chrUn
NW_019642459.1	chrUn
NW_019642460.1	chrUn
NW_019642461.1	chrUn
NW_019642462.1	chrUn
NW_019642463.1	chrUn
NW_019642464.1	chrUn
NW_019642465.1	chrUn
NW_019642466.1	chrUn
NW_019642467.1	chrUn
NW_019642468.1	chrUn
NW_019642469.1	chrUn
NW_019642470.1	chrUn
NW_019642471.1	chrUn
NW_019642472.1	chrUn
NW_019642473.1	chrUn
NW_019642474.1	chrUn
NW_019642475.1	chrUn
NW_019642476.1	chrUn
NW_019642477.1	chrUn
NW_019642478.1	chrUn
NW_019642479.1	chrUn
NW_019642480.1	chrUn
NW_019642481.1	chrUn
NW_019642482.1	chrUn
NW_019642483.1	chrUn
NW_019642484.1	chrUn
NW_019642485.1	chrUn
NW_019642486.1	chrUn
NW_019642487.1	chrUn
NW_019642488.1	chrUn
NW_019642489.1	chrUn
NW_019642490.1	chrUn
NW_019642491.1	chrUn
NW_019642492.1	chrUn
NW_019642493.1	chrUn
NW_019642494.1	chrUn
NW_019642495.1	chrUn
NW_019642496.1	chrUn
NW_019642497.1	chrUn
NW_019642498.1	chrUn
NW_019642499.1	chrUn
NW_019642500.1	chrUn
NW_019642501.1	chrUn
NW_019642502.1	chrUn
NW_019642503.1	chrUn
NW_019642504.1	chrUn
NW_019642505.1	chrUn
NW_019642506.1	chrUn
NW_019642507.1	chrUn
NW_019642508.1	chrUn
NW_019642509.1	chrUn
NW_019642510.1	chrUn
NW_019642511.1	chrUn
NW_019642512.1	chrUn
NW_019642513.1	chrUn
NW_019642514.1	chrUn
NW_019642515.1	chrUn
NW_019642516.1	chrUn
NW_019642517.1	chrUn
NW_019642518.1	chrUn
NW_019642519.1	chrUn
NW_019642520.1	chrUn
NW_019642521.1	chrUn
NW_019642522.1	chrUn
NW_019642523.1	chrUn
NW_019642524.1	chrUn
NW_019642525.1	chrUn
NW_019642526.1	chrUn
NW_019642527.1	chrUn
NW_019642528.1	chrUn
NW_019642529.1	chrUn
NW_019642530.1	chrUn
NW_019642531.1	chrUn
NW_019642532.1	chrUn
NW_019642533.1	chrUn
NW_019642534.1	chrUn
NW_019642535.1	chrUn
NW_019642536.1	chrUn
NW_019642537.1	chrUn
NW_019642538.1	chrUn
NW_019642539.1	chrUn
NW_019642540.1	chrUn
NW_019642541.1	chrUn
NW_019642542.1	chrUn
NW_019642543.1	chrUn
NW_019642544.1	chrUn
NW_019642545.1	chrUn
NW_019642546.1	chrUn
NW_019642547.1	chrUn
NW_019642548.1	chrUn
NW_019642549.1	chrUn
NW_019642550.1	chrUn
NW_019642551.1	chrUn
NW_019642552.1	chrUn
NW_019642553.1	chrUn
NW_019642554.1	chrUn
NW_019642555.1	chrUn
NW_019642556.1	chrUn
NW_019642557.1	chrUn
NW_019642558.1	chrUn
NW_019642559.1	chrUn
NW_019642560.1	chrUn
NW_019642561.1	chrUn
NW_019642562.1	chrUn
NW_019642563.1	chrUn
NW_019642564.1	chrUn
NW_019642565.1	chrUn
NW_019642566.1	chrUn
NW_019642567.1	chrUn
NW_019642568.1	chrUn
NW_019642569.1	chrUn
NW_019642570.1	chrUn
NW_019642571.1	chrUn
NW_019642572.1	chrUn
NW_019642573.1	chrUn
NW_019642574.1	chrUn
NW_019642575.1	chrUn
NW_019642576.1	chrUn
NW_019642577.1	chrUn
NW_019642578.1	chrUn
NW_019642579.1	chrUn
NW_019642580.1	chrUn
NW_019642581.1	chrUn
NW_019642582.1	chrUn
NW_019642583.1	chrUn
NW_019642584.1	chrUn
NW_019642585.1	chrUn
NW_019642586.1	chrUn
NW_019642587.1	chrUn
NW_019642588.1	chrUn
NW_019642589.1	chrUn
NW_019642590.1	chrUn
NW_019642591.1	chrUn
NW_019642592.1	chrUn
NW_019642593.1	chrUn
NW_019642594.1	chrUn
NW_019642595.1	chrUn
NW_019642596.1	chrUn
NW_019642597.1	chrUn
NW_019642598.1	chrUn
NW_019642599.1	chrUn
NW_019642600.1	chrUn
NW_019642601.1	chrUn
NW_019642602.1	chrUn
NW_019642603.1	chrUn
NW_019642604.1	chrUn
NW_019642605.1	chrUn
NW_019642606.1	chrUn
NW_019642607.1	chrUn
NW_019642608.1	chrUn
NW_019642609.1	chrUn
NW_019642610.1	chrUn
NW_019642611.1	chrUn
NW_019642612.1	chrUn
NW_019642613.1	chrUn
NW_019642614.1	chrUn
NW_019642615.1	chrUn
NW_019642616.1	chrUn
NW_019642617.1	chrUn
NW_019642618.1	chrUn
NW_019642619.1	chrUn
NW_019642620.1	chrUn
NW_019642621.1	chrUn
NW_019642622.1	chrUn
NW_019642623.1	chrUn
NW_019642624.1	chrUn
NW_019642625.1	chrUn
NW_019642626.1	chrUn
NW_019642627.1	chrUn
NW_019642628.1	chrUn
NW_019642629.1	chrUn
NW_019642630.1	chrUn
NW_019642631.1	chrUn
NW_019642632.1	chrUn
NW_019642633.1	chrUn
NW_019642634.1	chrUn
NW_019642635.1	chrUn
NW_019642636.1	chrUn
NW_019642637.1	chrUn
NW_019642638.1	chrUn
NW_019642639.1	chrUn
NW_019642640.1	chrUn
NW_019642641.1	chrUn
NW_019642642.1	chrUn
NW_019642643.1	chrUn
NW_019642644.1	chrUn
NW_019642645.1	chrUn
NW_019642646.1	chrUn
NW_019642647.1	chrUn
NW_019642648.1	chrUn
NW_019642649.1	chrUn
NW_019642650.1	chrUn
NW_019642651.1	chrUn
NW_019642652.1	chrUn
NW_019642653.1	chrUn
NW_019642654.1	chrUn
NW_019642655.1	chrUn
NW_019642656.1	chrUn
NW_019642657.1	chrUn
NW_019642658.1	chrUn
NW_019642659.1	chrUn
NW_019642660.1	chrUn
NW_019642661.1	chrUn
NW_019642662.1	chrUn
NW_019642663.1	chrUn
NW_019642664.1	chrUn
NW_019642665.1	chrUn
NW_019642666.1	chrUn
NW_019642667.1	chrUn
NW_019642668.1	chrUn
NW_019642669.1	chrUn
NW_019642670.1	chrUn
NW_019642671.1	chrUn
NW_019642672.1	chrUn
NW_019642673.1	chrUn
NW_019642674.1	chrUn
NW_019642675.1	chrUn
NW_019642676.1	chrUn
NW_019642677.1	chrUn
NW_019642678.1	chrUn
NW_019642679.1	chrUn
NW_019642680.1	chrUn
NW_019642681.1	chrUn
NW_019642682.1	chrUn
NW_019642683.1	chrUn
NW_019642684.1	chrUn
NW_019642685.1	chrUn
NW_019642686.1	chrUn
NW_019642687.1	chrUn
NW_019642688.1	chrUn
NW_019642689.1	chrUn
NW_019642690.1	chrUn
NW_019642691.1	chrUn
NW_019642692.1	chrUn
NW_019642693.1	chrUn
NW_019642694.1	chrUn
NW_019642695.1	chrUn
NW_019642696.1	chrUn
NW_019642697.1	chrUn
NW_019642698.1	chrUn
NW_019642699.1	chrUn
NW_019642700.1	chrUn
NW_019642701.1	chrUn
NW_019642702.1	chrUn
NW_019642703.1	chrUn
NW_019642704.1	chrUn
NW_019642705.1	chrUn
NW_019642706.1	chrUn
NW_019642707.1	chrUn
NW_019642708.1	chrUn
NW_019642709.1	chrUn
NW_019642710.1	chrUn
NW_019642711.1	chrUn
NW_019642712.1	chrUn
NW_019642713.1	chrUn
NW_019642714.1	chrUn
NW_019642715.1	chrUn
NW_019642716.1	chrUn
NW_019642717.1	chrUn
NW_019642718.1	chrUn
NW_019642719.1	chrUn
NW_019642720.1	chrUn
NW_019642721.1	chrUn
NW_019642722.1	chrUn
NW_019642723.1	chrUn
NW_019642724.1	chrUn
NW_019642725.1	chrUn
NW_019642726.1	chrUn
NW_019642727.1	chrUn
NW_019642728.1	chrUn
NW_019642729.1	chrUn
NW_019642730.1	chrUn
NW_019642731.1	chrUn
NW_019642732.1	chrUn
NW_019642733.1	chrUn
NW_019642734.1	chrUn
NW_019642735.1	chrUn
NW_019642736.1	chrUn
NW_019642737.1	chrUn
NW_019642738.1	chrUn
NW_019642739.1	chrUn
NW_019642740.1	chrUn
NW_019642741.1	chrUn
NW_019642742.1	chrUn
NW_019642743.1	chrUn
NW_019642744.1	chrUn
NW_019642745.1	chrUn
NW_019642746.1	chrUn
NW_019642747.1	chrUn
NW_019642748.1	chrUn
NW_019642749.1	chrUn
NW_019642750.1	chrUn
NW_019642751.1	chrUn
NW_019642752.1	chrUn
NW_019642753.1	chrUn
NW_019642754.1	chrUn
NW_019642755.1	chrUn
NW_019642756.1	chrUn
NW_019642757.1	chrUn
NW_019642758.1	chrUn
NW_019642759.1	chrUn
NW_019642760.1	chrUn
NW_019642761.1	chrUn
NW_019642762.1	chrUn
NW_019642763.1	chrUn
NW_019642764.1	chrUn
NW_019642765.1	chrUn
NW_019642766.1	chrUn
NW_019642767.1	chrUn
NW_019642768.1	chrUn
NW_019642769.1	chrUn
NW_019642770.1	chrUn
NW_019642771.1	chrUn
NW_019642772.1	chrUn
NW_019642773.1	chrUn
NW_019642774.1	chrUn
NW_019642775.1	chrUn
NW_019642776.1	chrUn
NW_019642777.1	chrUn
NW_019642778.1	chrUn
NW_019642779.1	chrUn
NW_019642780.1	chrUn
NW_019642781.1	chrUn
NW_019642782.1	chrUn
NW_019642783.1	chrUn
NW_019642784.1	chrUn
NW_019642785.1	chrUn
NW_019642786.1	chrUn
NW_019642787.1	chrUn
NW_019642788.1	chrUn
NW_019642789.1	chrUn
NW_019642790.1	chrUn
NW_019642791.1	chrUn
NW_019642792.1	chrUn
NW_019642793.1	chrUn
NW_019642794.1	chrUn
NW_019642795.1	chrUn
NW_019642796.1	chrUn
NW_019642797.1	chrUn
NW_019642798.1	chrUn
NW_019642799.1	chrUn
NW_019642800.1	chrUn
NW_019642801.1	chrUn
NW_019642802.1	chrUn
NW_019642803.1	chrUn
NW_019642804.1	chrUn
NW_019642805.1	chrUn
NW_019642806.1	chrUn
NW_019642807.1	chrUn
NW_019642808.1	chrUn
NW_019642809.1	chrUn
NW_019642810.1	chrUn
NW_019642811.1	chrUn
NW_019642812.1	chrUn
NW_019642813.1	chrUn
NW_019642814.1	chrUn
NW_019642815.1	chrUn
NW_019642816.1	chrUn
NW_019642817.1	chrUn
NW_019642818.1	chrUn
NW_019642819.1	chrUn
NW_019642820.1	chrUn
NW_019642821.1	chrUn
NW_019642822.1	chrUn
NW_019642823.1	chrUn
NW_019642824.1	chrUn
NW_019642825.1	chrUn
NW_019642826.1	chrUn
NW_019642827.1	chrUn
NW_019642828.1	chrUn
NW_019642829.1	chrUn
NW_019642830.1	chrUn
NW_019642831.1	chrUn
NW_019642832.1	chrUn
NW_019642833.1	chrUn
NW_019642834.1	chrUn
NW_019642835.1	chrUn
NW_019642836.1	chrUn
NW_019642837.1	chrUn
NW_019642838.1	chrUn
NW_019642839.1	chrUn
NW_019642840.1	chrUn
NW_019642841.1	chrUn
NW_019642842.1	chrUn
NW_019642843.1	chrUn
NW_019642844.1	chrUn
NW_019642845.1	chrUn
NW_019642846.1	chrUn
NW_019642847.1	chrUn
NW_019642848.1	chrUn
NW_019642849.1	chrUn
NW_019642850.1	chrUn
NW_019642851.1	chrUn
NW_019642852.1	chrUn
NW_019642853.1	chrUn
NW_019642854.1	chrUn
NW_019642855.1	chrUn
NW_019642856.1	chrUn
NW_019642857.1	chrUn
NW_019642858.1	chrUn
NW_019642859.1	chrUn
NW_019642860.1	chrUn
NW_019642861.1	chrUn
NW_019642862.1	chrUn
NW_019642863.1	chrUn
NW_019642864.1	chrUn
NW_019642865.1	chrUn
NW_019642866.1	chrUn
NW_019642867.1	chrUn
NW_019642868.1	chrUn
NW_019642869.1	chrUn
NW_019642870.1	chrUn
NW_019642871.1	chrUn
NW_019642872.1	chrUn
NW_019642873.1	chrUn
NW_019642874.1	chrUn
NW_019642875.1	chrUn
NW_019642876.1	chrUn
NW_019642877.1	chrUn
NW_019642878.1	chrUn
NW_019642879.1	chrUn
NW_019642880.1	chrUn
NW_019642881.1	chrUn
NW_019642882.1	chrUn
NW_019642883.1	chrUn
NW_019642884.1	chrUn
NW_019642885.1	chrUn
NW_019642886.1	chrUn
NW_019642887.1	chrUn
NW_019642888.1	chrUn
NW_019642889.1	chrUn
NW_019642890.1	chrUn
NW_019642891.1	chrUn
NW_019642892.1	chrUn
NW_019642893.1	chrUn
NW_019642894.1	chrUn
NW_019642895.1	chrUn
NW_019642896.1	chrUn
NW_019642897.1	chrUn
NW_019642898.1	chrUn
NW_019642899.1	chrUn
NW_019642900.1	chrUn
NW_019642901.1	chrUn
NW_019642902.1	chrUn
NW_019642903.1	chrUn
NW_019642904.1	chrUn
NW_019642905.1	chrUn
NW_019642906.1	chrUn
NW_019642907.1	chrUn
NW_019642908.1	chrUn
NW_019642909.1	chrUn
NW_019642910.1	chrUn
NW_019642911.1	chrUn
NW_019642912.1	chrUn
NW_019642913.1	chrUn
NW_019642914.1	chrUn
NW_019642915.1	chrUn
NW_019642916.1	chrUn
NW_019642917.1	chrUn
NW_019642918.1	chrUn
NW_019642919.1	chrUn
NW_019642920.1	chrUn
NW_019642921.1	chrUn
NW_019642922.1	chrUn
NW_019642923.1	chrUn
NW_019642924.1	chrUn
NW_019642925.1	chrUn
NW_019642926.1	chrUn
NW_019642927.1	chrUn
NW_019642928.1	chrUn
NW_019642929.1	chrUn
NW_019642930.1	chrUn
NW_019642931.1	chrUn
NW_019642932.1	chrUn
NW_019642933.1	chrUn
NW_019642934.1	chrUn
NW_019642935.1	chrUn
NW_019642936.1	chrUn
NW_019642937.1	chrUn
NW_019642938.1	chrUn
NW_019642939.1	chrUn
NW_019642940.1	chrUn
NW_019642941.1	chrUn
NW_019642942.1	chrUn
NW_019642943.1	chrUn
NW_019642944.1	chrUn
NW_019642945.1	chrUn
NW_019642946.1	chrUn
NW_019642947.1	chrUn
NW_019642948.1	chrUn
NW_019642949.1	chrUn
NW_019642950.1	chrUn
NW_019642951.1	chrUn
NW_019642952.1	chrUn
NW_019642953.1	chrUn
NW_019642954.1	chrUn
NW_019642955.1	chrUn
NW_019642956.1	chrUn
NW_019642957.1	chrUn
NW_019642958.1	chrUn
NW_019642959.1	chrUn
NW_019642960.1	chrUn
NW_019642961.1	chrUn
NW_019642962.1	chrUn
NW_019642963.1	chrUn
NW_019642964.1	chrUn
NW_019642965.1	chrUn
NW_019642966.1	chrUn
NW_019642967.1	chrUn
NW_019642968.1	chrUn
NW_019642969.1	chrUn
NW_019642970.1	chrUn
NW_019642971.1	chrUn
NW_019642972.1	chrUn
NW_019642973.1	chrUn
NW_019642974.1	chrUn
NW_019642975.1	chrUn
NW_019642976.1	chrUn
NW_019642977.1	chrUn
NW_019642978.1	chrUn
NW_019642979.1	chrUn
NW_019642980.1	chrUn
NW_019642981.1	chrUn
NW_019642982.1	chrUn
NW_019642983.1	chrUn
NW_019642984.1	chrUn
NW_019642985.1	chrUn
NW_019642986.1	chrUn
NW_019642987.1	chrUn
NW_019642988.1	chrUn
NW_019642989.1	chrUn
NW_019642990.1	chrUn
NW_019642991.1	chrUn
NW_019642992.1	chrUn
NW_019642993.1	chrUn
NW_019642994.1	chrUn
NW_019642995.1	chrUn
NW_019642996.1	chrUn
NW_019642997.1	chrUn
NW_019642998.1	chrUn
NW_019642999.1	chrUn
NW_019643000.1	chrUn
NW_019643001.1	chrUn
NW_019643002.1	chrUn
NW_019643003.1	chrUn
NW_019643004.1	chrUn
NW_019643005.1	chrUn
NW_019643006.1	chrUn
NW_019643007.1	chrUn
NW_019643008.1	chrUn
NW_019643009.1	chrUn
NW_019643010.1	chrUn
NW_019643011.1	chrUn
NW_019643012.1	chrUn
NW_019643013.1	chrUn
NW_019643014.1	chrUn
NW_019643015.1	chrUn
NW_019643016.1	chrUn
NW_019643017.1	chrUn
NW_019643018.1	chrUn
NW_019643019.1	chrUn
NW_019643020.1	chrUn
NW_019643021.1	chrUn
NW_019643022.1	chrUn
NW_019643023.1	chrUn
NW_019643024.1	chrUn
NW_019643025.1	chrUn
NW_019643026.1	chrUn
NW_019643027.1	chrUn
NW_019643028.1	chrUn
NW_019643029.1	chrUn
NW_019643030.1	chrUn
NW_019643031.1	chrUn
NW_019643032.1	chrUn
NW_019643033.1	chrUn
NW_019643034.1	chrUn
NW_019643035.1	chrUn
NW_019643036.1	chrUn
NW_019643037.1	chrUn
NW_019643038.1	chrUn
NW_019643039.1	chrUn
NW_019643040.1	chrUn
NW_019643041.1	chrUn
NW_019643042.1	chrUn
NW_019643043.1	chrUn
NW_019643044.1	chrUn
NW_019643045.1	chrUn
NW_019643046.1	chrUn
NW_019643047.1	chrUn
NW_019643048.1	chrUn
NW_019643049.1	chrUn
NW_019643050.1	chrUn
NW_019643051.1	chrUn
NW_019643052.1	chrUn
NW_019643053.1	chrUn
NW_019643054.1	chrUn
NW_019643055.1	chrUn
NW_019643056.1	chrUn
NW_019643057.1	chrUn
NW_019643058.1	chrUn
NW_019643059.1	chrUn
NW_019643060.1	chrUn
NW_019643061.1	chrUn
NW_019643062.1	chrUn
NW_019643063.1	chrUn
NW_019643064.1	chrUn
NW_019643065.1	chrUn
NW_019643066.1	chrUn
NW_019643067.1	chrUn
NW_019643068.1	chrUn
NW_019643069.1	chrUn
NW_019643070.1	chrUn
NW_019643071.1	chrUn
NW_019643072.1	chrUn
NW_019643073.1	chrUn
NW_019643074.1	chrUn
NW_019643075.1	chrUn
NW_019643076.1	chrUn
NW_019643077.1	chrUn
NW_019643078.1	chrUn
NW_019643079.1	chrUn
NW_019643080.1	chrUn
NW_019643081.1	chrUn
NW_019643082.1	chrUn
NW_019643083.1	chrUn
NW_019643084.1	chrUn
NW_019643085.1	chrUn
NW_019643086.1	chrUn
NW_019643087.1	chrUn
NW_019643088.1	chrUn
NW_019643089.1	chrUn
NW_019643090.1	chrUn
NW_019643091.1	chrUn
NW_019643092.1	chrUn
NW_019643093.1	chrUn
NW_019643094.1	chrUn
NW_019643095.1	chrUn
NW_019643096.1	chrUn
NW_019643097.1	chrUn
NW_019643098.1	chrUn
NW_019643099.1	chrUn
NW_019643100.1	chrUn
NW_019643101.1	chrUn
NW_019643102.1	chrUn
NW_019643103.1	chrUn
NW_019643104.1	chrUn
NW_019643105.1	chrUn
NW_019643106.1	chrUn
NW_019643107.1	chrUn
NW_019643108.1	chrUn
NW_019643109.1	chrUn
NW_019643110.1	chrUn
NW_019643111.1	chrUn
NW_019643112.1	chrUn
NW_019643113.1	chrUn
NW_019643114.1	chrUn
NW_019643115.1	chrUn
NW_019643116.1	chrUn
NW_019643117.1	chrUn
NW_019643118.1	chrUn
NW_019643119.1	chrUn
NW_019643120.1	chrUn
NW_019643121.1	chrUn
NW_019643122.1	chrUn
NW_019643123.1	chrUn
NW_019643124.1	chrUn
NW_019643125.1	chrUn
NW_019643126.1	chrUn
NW_019643127.1	chrUn
NW_019643128.1	chrUn
NW_019643129.1	chrUn
NW_019643130.1	chrUn
NW_019643131.1	chrUn
NW_019643132.1	chrUn
NW_019643133.1	chrUn
NW_019643134.1	chrUn
NW_019643135.1	chrUn
NW_019643136.1	chrUn
NW_019643137.1	chrUn
NW_019643138.1	chrUn
NW_019643139.1	chrUn
NW_019643140.1	chrUn
NW_019643141.1	chrUn
NW_019643142.1	chrUn
NW_019643143.1	chrUn
NW_019643144.1	chrUn
NW_019643145.1	chrUn
NW_019643146.1	chrUn
NW_019643147.1	chrUn
NW_019643148.1	chrUn
NW_019643149.1	chrUn
NW_019643150.1	chrUn
NW_019643151.1	chrUn
NW_019643152.1	chrUn
NW_019643153.1	chrUn
NW_019643154.1	chrUn
NW_019643155.1	chrUn
NW_019643156.1	chrUn
NW_019643157.1	chrUn
NW_019643158.1	chrUn
NW_019643159.1	chrUn
NW_019643160.1	chrUn
NW_019643161.1	chrUn
NW_019643162.1	chrUn
NW_019643163.1	chrUn
NW_019643164.1	chrUn
NW_019643165.1	chrUn
NW_019643166.1	chrUn
NW_019643167.1	chrUn
NW_019643168.1	chrUn
NW_019643169.1	chrUn
NW_019643170.1	chrUn
NW_019643171.1	chrUn
NW_019643172.1	chrUn
NW_019643173.1	chrUn
NW_019643174.1	chrUn
NW_019643175.1	chrUn
NW_019643176.1	chrUn
NW_019643177.1	chrUn
NW_019643178.1	chrUn
NW_019643179.1	chrUn
NW_019643180.1	chrUn
NW_019643181.1	chrUn
NW_019643182.1	chrUn
NW_019643183.1	chrUn
NW_019643184.1	chrUn
NW_019643185.1	chrUn
NW_019643186.1	chrUn
NW_019643187.1	chrUn
NW_019643188.1	chrUn
NW_019643189.1	chrUn
NW_019643190.1	chrUn
NW_019643191.1	chrUn
NW_019643192.1	chrUn
NW_019643193.1	chrUn
NW_019643194.1	chrUn
NW_019643195.1	chrUn
NW_019643196.1	chrUn
NW_019643197.1	chrUn
NW_019643198.1	chrUn
NW_019643199.1	chrUn
NW_019643200.1	chrUn
NW_019643201.1	chrUn
NW_019643202.1	chrUn
NW_019643203.1	chrUn
NW_019643204.1	chrUn
NW_019643205.1	chrUn
NW_019643206.1	chrUn
NW_019643207.1	chrUn
NW_019643208.1	chrUn
NW_019643209.1	chrUn
NW_019643210.1	chrUn
NW_019643211.1	chrUn
NW_019643212.1	chrUn
NW_019643213.1	chrUn
NW_019643214.1	chrUn
NW_019643215.1	chrUn
NW_019643216.1	chrUn
NW_019643217.1	chrUn
NW_019643218.1	chrUn
NW_019643219.1	chrUn
NW_019643220.1	chrUn
NW_019643221.1	chrUn
NW_019643222.1	chrUn
NW_019643223.1	chrUn
NW_019643224.1	chrUn
NW_019643225.1	chrUn
NW_019643226.1	chrUn
NW_019643227.1	chrUn
NW_019643228.1	chrUn
NW_019643229.1	chrUn
NW_019643230.1	chrUn
NW_019643231.1	chrUn
NW_019643232.1	chrUn
NW_019643233.1	chrUn
NW_019643234.1	chrUn
NW_019643235.1	chrUn
NW_019643236.1	chrUn
NW_019643237.1	chrUn
NW_019643238.1	chrUn
NW_019643239.1	chrUn
NW_019643240.1	chrUn
NW_019643241.1	chrUn
NW_019643242.1	chrUn
NW_019643243.1	chrUn
NW_019643244.1	chrUn
NW_019643245.1	chrUn
NW_019643246.1	chrUn
NW_019643247.1	chrUn
NW_019643248.1	chrUn
NW_019643249.1	chrUn
NW_019643250.1	chrUn
NW_019643251.1	chrUn
NW_019643252.1	chrUn
NW_019643253.1	chrUn
NW_019643254.1	chrUn
NW_019643255.1	chrUn
NW_019643256.1	chrUn
NW_019643257.1	chrUn
NW_019643258.1	chrUn
NW_019643259.1	chrUn
NW_019643260.1	chrUn
NW_019643261.1	chrUn
NW_019643262.1	chrUn
NW_019643263.1	chrUn
NW_019643264.1	chrUn
NW_019643265.1	chrUn
NW_019643266.1	chrUn
NW_019643267.1	chrUn
NW_019643268.1	chrUn
NW_019643269.1	chrUn
NW_019643270.1	chrUn
NW_019643271.1	chrUn
NW_019643272.1	chrUn
NW_019643273.1	chrUn
NW_019643274.1	chrUn
NW_019643275.1	chrUn
NW_019643276.1	chrUn
NW_019643277.1	chrUn
NW_019643278.1	chrUn
NW_019643279.1	chrUn
NW_019643280.1	chrUn
NW_019643281.1	chrUn
NW_019643282.1	chrUn
NW_019643283.1	chrUn
NW_019643284.1	chrUn
NW_019643285.1	chrUn
NW_019643286.1	chrUn
NW_019643287.1	chrUn
NW_019643288.1	chrUn
NW_019643289.1	chrUn
NW_019643290.1	chrUn
NW_019643291.1	chrUn
NW_019643292.1	chrUn
NW_019643293.1	chrUn
NW_019643294.1	chrUn
NW_019643295.1	chrUn
NW_019643296.1	chrUn
NW_019643297.1	chrUn
NW_019643298.1	chrUn
NW_019643299.1	chrUn
NW_019643300.1	chrUn
NW_019643301.1	chrUn
NW_019643302.1	chrUn
NW_019643303.1	chrUn
NW_019643304.1	chrUn
NW_019643305.1	chrUn
NW_019643306.1	chrUn
NW_019643307.1	chrUn
NW_019643308.1	chrUn
NW_019643309.1	chrUn
NW_019643310.1	chrUn
NW_019643311.1	chrUn
NW_019643312.1	chrUn
NW_019643313.1	chrUn
NW_019643314.1	chrUn
NW_019643315.1	chrUn
NW_019643316.1	chrUn
NW_019643317.1	chrUn
NW_019643318.1	chrUn
NW_019643319.1	chrUn
NW_019643320.1	chrUn
NW_019643321.1	chrUn
NW_019643322.1	chrUn
NW_019643323.1	chrUn
NW_019643324.1	chrUn
NW_019643325.1	chrUn
NW_019643326.1	chrUn
NW_019643327.1	chrUn
NW_019643328.1	chrUn
NW_019643329.1	chrUn
NW_019643330.1	chrUn
NW_019643331.1	chrUn
NW_019643332.1	chrUn
NW_019643333.1	chrUn
NW_019643334.1	chrUn
NW_019643335.1	chrUn
NW_019643336.1	chrUn
NW_019643337.1	chrUn
NW_019643338.1	chrUn
NW_019643339.1	chrUn
NW_019643340.1	chrUn
NW_019643341.1	chrUn
NW_019643342.1	chrUn
NW_019643343.1	chrUn
NW_019643344.1	chrUn
NW_019643345.1	chrUn
NW_019643346.1	chrUn
NW_019643347.1	chrUn
NW_019643348.1	chrUn
NW_019643349.1	chrUn
NW_019643350.1	chrUn
NW_019643351.1	chrUn
NW_019643352.1	chrUn
NW_019643353.1	chrUn
NW_019643354.1	chrUn
NW_019643355.1	chrUn
NW_019643356.1	chrUn
NW_019643357.1	chrUn
NW_019643358.1	chrUn
NW_019643359.1	chrUn
NW_019643360.1	chrUn
NW_019643361.1	chrUn
NW_019643362.1	chrUn
NW_019643363.1	chrUn
NW_019643364.1	chrUn
NW_019643365.1	chrUn
NW_019643366.1	chrUn
NW_019643367.1	chrUn
NW_019643368.1	chrUn
NW_019643369.1	chrUn
NW_019643370.1	chrUn
NW_019643371.1	chrUn
NW_019643372.1	chrUn
NW_019643373.1	chrUn
NW_019643374.1	chrUn
NW_019643375.1	chrUn
NW_019643376.1	chrUn
NW_019643377.1	chrUn
NW_019643378.1	chrUn
